종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2380","-55","-2.26","2395","2415","2380","97960","234214970","115517207960","48536642"
"095570","AJ네트웍스","KOSPI",,"5880","30","0.51","5840","5920","5770","159109","930231180","275315094600","46822295"
"006840","AK홀딩스","KOSPI",,"17600","350","2.03","16700","17600","16650","8491","145796300","233157073600","13247561"
"054620","APS홀딩스","KOSDAQ","중견기업부","13100","-200","-1.50","12900","13300","12900","44867","591175000","267164295100","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","18600","-300","-1.59","18500","18700","18450","30954","575406350","284234430600","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","10600","-50","-0.47","10400","10700","10300","100137","1049978500","159872422400","15082304"
"027410","BGF","KOSPI",,"4150","70","1.72","4050","4190","4030","308534","1276707965","397224682650","95716791"
"282330","BGF리테일","KOSPI",,"206500","-5000","-2.36","209500","211000","203500","40275","8293186000","3569126589000","17283906"
"138930","BNK금융지주","KOSPI",,"7230","-30","-0.41","7200","7240","7180","1162746","8392258470","2356511828580","325935246"
"001460","BYC","KOSPI",,"359000","0","0.00","359000","362000","359000","24","8644000","224236785000","624615"
"001465","BYC우","KOSPI",,"141000","-500","-0.35","140500","141500","140500","8","1126500","30369285000","215385"
"013720","CBI","KOSDAQ","벤처기업부","497","-16","-3.12","500","532","478","26152534","13051197615","134359320942","270340686"
"001040","CJ","KOSPI",,"80700","700","0.88","79400","81200","79200","49666","3996259600","2354583738600","29176998"
"079160","CJ CGV","KOSPI",,"18750","400","2.18","17850","18800","17800","395827","7316657000","894621787500","47713162"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","96700","1200","1.26","94100","99000","92900","193702","18700462500","2120549191800","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","27800","50","0.18","27750","27800","27200","1125","31059500","163427081600","5878672"
"00104K","CJ4우(전환)","KOSPI",,"70600","-400","-0.56","70100","71100","69600","4731","333707500","298391747200","4226512"
"000120","CJ대한통운","KOSPI",,"91700","-700","-0.76","91600","92700","90300","55107","5045604500","2091891944800","22812344"
"011150","CJ씨푸드","KOSPI",,"2705","-65","-2.35","2725","2760","2655","43882","119046570","97192740965","35930773"
"011155","CJ씨푸드1우","KOSPI",,"25000","0","0.00","25000","25100","25000","35","875350","5000000000","200000"
"001045","CJ우","KOSPI",,"50100","-200","-0.40","50000","50300","49700","216","10805450","113237172300","2260223"
"097950","CJ제일제당","KOSPI",,"376000","-2000","-0.53","375500","377500","373500","45772","17186951000","5660373936000","15054186"
"097955","CJ제일제당 우","KOSPI",,"171000","1000","0.59","170000","171000","169000","2746","468610500","226991043000","1327433"
"051500","CJ프레시웨이","KOSDAQ","중견기업부","31800","-650","-2.00","31850","32050","31350","55117","1748991000","377516434800","11871586"
"058820","CMG제약","KOSDAQ","중견기업부","2390","-95","-3.82","2445","2460","2370","3713511","9108841090","331952463160","138892244"
"023460","CNH","KOSDAQ","중견기업부","2680","0","0.00","2615","2695","2585","29010","76981005","99696000000","37200000"
"056730","CNT85","KOSDAQ","관리종목(소속부없음)","3100","0","0.00","0","0","0","0","0","110511763600","35648956"
"065770","CS","KOSDAQ","벤처기업부","1600","-40","-2.44","1600","1610","1560","44902","71423790","31057808000","19411130"
"083660","CSA 코스믹","KOSDAQ","중견기업부","1020","-40","-3.77","1060","1145","1015","105654","111279945","40240216860","39451193"
"000590","CS홀딩스","KOSPI",,"61000","200","0.33","60700","61100","60200","859","51954400","70423402000","1154482"
"012030","DB","KOSPI",,"829","-1","-0.12","825","831","823","146838","121562611","166773190457","201173933"
"404950","DB금융스팩10호","KOSDAQ","SPAC(소속부없음)","2005","5","0.25","2010","2010","1995","15298","30586110","11709200000","5840000"
"367340","DB금융스팩8호","KOSDAQ","SPAC(소속부없음)","2020","10","0.50","2020","2020","2000","3474","6948680","12221000000","6050000"
"367360","DB금융스팩9호","KOSDAQ","SPAC(소속부없음)","2000","0","0.00","2020","2020","1995","7276","14558450","9680000000","4840000"
"016610","DB금융투자","KOSPI",,"4665","-5","-0.11","4650","4670","4620","60200","279269475","198012404685","42446389"
"005830","DB손해보험","KOSPI",,"64700","800","1.25","64000","65000","63300","133884","8629642700","4580760000000","70800000"
"000990","DB하이텍","KOSPI",,"40550","-700","-1.70","40350","40700","40050","302802","12222610250","1800362743400","44398588"
"000995","DB하이텍1우","KOSPI",,"79600","-1400","-1.73","78300","80500","78300","336","26721200","8940353600","112316"
"139130","DGB금융지주","KOSPI",,"7850","100","1.29","7690","7850","7610","569674","4407088040","1327794789050","169145833"
"001530","DI동일","KOSPI",,"17200","100","0.58","16800","17250","16700","34865","590520200","439774244000","25568270"
"000210","DL","KOSPI",,"61800","-1700","-2.68","63000","63200","61400","90783","5632272300","1295073631200","20955884"
"001880","DL건설","KOSPI",,"14700","-250","-1.67","14800","15000","14600","28711","424955550","324183274800","22053284"
"000215","DL우","KOSPI",,"35900","50","0.14","35850","36200","35100","2242","79672600","60531528500","1686115"
"375500","DL이앤씨","KOSPI",,"36600","-800","-2.14","36700","37150","36350","176343","6459310300","1416186601800","38693623"
"37550L","DL이앤씨2우(전환)","KOSPI",,"27500","-400","-1.43","27900","27900","27350","2664","73189150","58078652500","2111951"
"37550K","DL이앤씨우","KOSPI",,"25050","-400","-1.57","25050","25350","24850","1560","38987700","52952819250","2113885"
"068790","DMS","KOSDAQ","우량기업부","6070","170","2.88","5830","6110","5800","172670","1036989110","149158480270","24573061"
"007340","DN오토모티브","KOSPI",,"68900","-100","-0.14","67700","69500","67600","15994","1098689600","688586944500","9994005"
"004840","DRB동일","KOSPI",,"4265","-55","-1.27","4320","4320","4230","2502","10643720","85001450000","19930000"
"241520","DSC인베스트먼트","KOSDAQ","벤처기업부","4270","-20","-0.47","4165","4485","4165","250961","1093252435","118754690810","27811403"
"155660","DSR","KOSPI",,"6030","-120","-1.95","6090","6120","6010","13918","84256510","96480000000","16000000"
"069730","DSR제강","KOSPI",,"5310","-140","-2.57","5390","5450","5250","44256","236441810","76464000000","14400000"
"017940","E1","KOSPI",,"48450","650","1.36","47700","48450","47300","16047","772848700","332367000000","6860000"
"245620","EDGC","KOSDAQ","기술성장기업부","2185","80","3.80","2060","2260","2055","7735658","16826051990","183705909235","84075931"
"037370","EG","KOSDAQ","중견기업부","8250","-90","-1.08","8260","8330","8120","12476","102041680","71156019000","8624972"
"278990","EMB","KONEX","일반기업부","4200","0","0.00","0","0","0","0","0","15238532400","3628222"
"365550","ESR켄달스퀘어리츠","KOSPI",,"3990","-35","-0.87","3925","4045","3925","304630","1219122615","850225110000","213089000"
"050120","ES큐브","KOSDAQ","중견기업부","4270","-80","-1.84","4300","4390","4255","24133","103324860","57918647220","13564086"
"084180","EV수성","KOSDAQ","중견기업부","1530","-130","-7.83","1630","1710","1500","6562549","10362989410","95893951050","62675785"
"383220","F&F","KOSPI",,"140500","1500","1.08","136500","143000","135000","252964","35313791000","5382144037500","38307075"
"007700","F&F홀딩스","KOSPI",,"31550","4700","17.50","26500","33550","25100","5333000","163934917100","1234058278850","39114367"
"214270","FSN","KOSDAQ","중견기업부","3870","-25","-0.64","3850","3955","3820","723376","2810075930","122594386320","31678136"
"130500","GH신소재","KOSDAQ","중견기업부","4490","-50","-1.10","4465","4575","4415","271157","1218888735","65307283480","14545052"
"114090","GKL","KOSPI",,"18100","200","1.12","17700","18250","17650","372114","6726237750","1119587627000","61855670"
"900290","GRT","KOSDAQ","외국기업(소속부없음)","2375","-70","-2.86","2430","2455","2365","38719","93415880","160015625000","67375000"
"078930","GS","KOSPI",,"46000","350","0.77","45500","46250","45200","257019","11801509150","4274107388000","92915378"
"083450","GST","KOSDAQ","우량기업부","21350","0","0.00","20850","21400","20800","26211","555373450","198933855750","9317745"
"006360","GS건설","KOSPI",,"22250","-450","-1.98","22400","22500","22200","806923","17996830400","1904188152500","85581490"
"001250","GS글로벌","KOSPI",,"2435","-45","-1.81","2445","2465","2425","439094","1071712110","200969715340","82533764"
"007070","GS리테일","KOSPI",,"28500","-350","-1.21","28650","28850","28300","151413","4323225700","2984460777000","104717922"
"078935","GS우","KOSPI",,"36100","-50","-0.14","35550","36250","35550","1485","53361850","64432218600","1784826"
"297890","HB솔루션","KOSDAQ","벤처기업부","13750","-50","-0.36","13600","13750","13450","36432","494974850","229901278750","16720093"
"078150","HB테크놀러지","KOSDAQ","우량기업부","2010","-10","-0.50","1990","2010","1985","137696","275018330","158770756260","78990426"
"012630","HDC","KOSPI",,"5790","20","0.35","5710","5790","5630","60477","346942290","345904564590","59741721"
"039570","HDC랩스","KOSPI",,"7940","-10","-0.13","7950","7950","7800","5328","41864390","206103351940","25957601"
"089470","HDC현대EP","KOSPI",,"4040","-10","-0.25","4035","4060","3980","22524","90420925","128876000000","31900000"
"294870","HDC현대산업개발","KOSPI",,"10250","-150","-1.44","10300","10350","10200","271700","2785101050","675550132500","65907330"
"267250","HD현대","KOSPI",,"64900","-200","-0.31","64400","65100","64100","227984","14787415500","5126651216500","78993085"
"097230","HJ중공업","KOSPI",,"4245","125","3.03","4070","4245","4065","67875","284749835","353499322845","83274281"
"195940","HK이노엔","KOSDAQ GLOBAL","벤처기업부","39500","650","1.67","38200","39600","37850","173872","6750408700","1141727710500","28904499"
"014790","HL D&I","KOSPI",,"3000","15","0.50","2935","3000","2930","41512","123360180","113575803000","37858601"
"028300","HLB","KOSDAQ","중견기업부","32550","-100","-0.31","32150","32950","32050","379067","12308589400","3479708306550","106903481"
"003580","HLB글로벌","KOSPI",,"6630","270","4.25","6280","6800","6200","467740","3071997160","280893488460","42367042"
"343090","HLB사이언스","KONEX","일반기업부","2445","-10","-0.41","2420","2485","2320","9388","22353740","28267043535","11561163"
"067630","HLB생명과학","KOSDAQ","중견기업부","11050","-100","-0.90","10950","11350","10950","558106","6202477650","1068361172450","96684269"
"047920","HLB제약","KOSDAQ","기술성장기업부","12400","-350","-2.75","12400","12800","12200","234724","2921183450","345602260000","27871150"
"115450","HLB테라퓨틱스","KOSDAQ","중견기업부","10700","150","1.42","10400","10750","10350","93062","981998850","336842131100","31480573"
"204320","HL만도","KOSPI",,"45350","750","1.68","44650","46050","44450","321872","14610861100","2129505392000","46957120"
"060980","HL홀딩스","KOSPI",,"32900","150","0.46","32600","32900","32450","7828","256328300","344531103000","10472070"
"011200","HMM","KOSPI",,"21800","300","1.40","21100","21800","21050","1212779","26218294250","10661061012800","489039496"
"403870","HPSP","KOSDAQ","중견기업부","57400","-800","-1.37","57000","58300","56900","48917","2819975800","1153694883600","20099214"
"036640","HRS","KOSDAQ","우량기업부","5590","-60","-1.06","5520","5600","5480","114901","635662860","91423332000","16354800"
"082740","HSD엔진","KOSPI",,"7660","170","2.27","7450","7780","7340","936359","7185574780","548026994040","71543994"
"351340","IBKS제13호스팩","KOSDAQ","SPAC(소속부없음)","2000","0","0.00","2010","2010","1995","44732","89423195","10340000000","5170000"
"388790","IBKS제16호스팩","KOSDAQ","SPAC(소속부없음)","2440","-75","-2.98","2515","2545","2360","400970","977710715","8320400000","3410000"
"405350","IBKS제17호스팩","KOSDAQ","SPAC(소속부없음)","2375","0","0.00","0","0","0","0","0","6460000000","2720000"
"424760","IBKS제18호스팩","KOSDAQ","SPAC(소속부없음)","2135","0","0.00","0","0","0","0","0","9031050000","4230000"
"426550","IBKS제19호스팩","KOSDAQ","SPAC(소속부없음)","2050","0","0.00","2050","2050","2040","12990","26517775","10414000000","5080000"
"439730","IBKS제20호스팩","KOSDAQ","SPAC(소속부없음)","2030","0","0.00","2030","2030","2020","9552","19359210","8749300000","4310000"
"442770","IBKS제21호스팩","KOSDAQ","SPAC(소속부없음)","2000","-15","-0.74","2015","2020","2000","916849","1840709905","8420000000","4210000"
"003560","IHQ","KOSPI",,"504","-2","-0.40","500","508","491","2181139","1093726305","104880206592","208095648"
"095340","ISC","KOSDAQ","우량기업부","32650","-50","-0.15","32200","32950","32050","93215","3033359250","568092728150","17399471"
"099520","ITX-AI","KOSDAQ","관리종목(소속부없음)","2570","0","0.00","0","0","0","0","0","63350158190","24649867"
"175330","JB금융지주","KOSPI",,"8330","30","0.36","8250","8340","8230","373825","3108490400","1640867507020","196982894"
"950170","JTC","KOSDAQ","관리종목(소속부없음)","3610","0","0.00","3610","3695","3380","55866","200796045","126369916370","35005517"
"234080","JW생명과학","KOSPI",,"12400","100","0.81","12250","12450","12200","23398","289136600","196348469600","15834554"
"067290","JW신약","KOSDAQ","중견기업부","3750","95","2.60","3700","4170","3695","11186118","44114817220","172977888750","46127437"
"001060","JW중외제약","KOSPI",,"20100","150","0.75","19850","20450","19750","76286","1536523450","445779428100","22178081"
"001067","JW중외제약2우B","KOSPI",,"66400","0","0.00","65200","66400","64500","80","5258800","13280000000","200000"
"001065","JW중외제약우","KOSPI",,"35100","100","0.29","35250","35250","35050","64","2243750","11430490500","325655"
"096760","JW홀딩스","KOSPI",,"3175","15","0.47","3155","3225","3140","98671","312190505","223661941550","70444706"
